sector,years_in_operation,num_employees,loan_amount_kes,loan_term_months,interest_rate_pct,mpesa_avg_monthly_inflow,mpesa_avg_monthly_outflow,mpesa_txn_count_monthly,mpesa_savings_ratio,electricity_payment_delays,electricity_bill_avg,water_bill_avg,social_media_active,online_ads_spend_kes,avg_monthly_data_spend,avg_monthly_airtime_spend,pos_monthly_sales,pos_txn_volume,loan_default,dataset_source
Transport,7.7,2,689285,12,23.03,20877,13853,206,0.3364,4,2361,802,1,5341,1279,922,65642,136,0,Kenya_SME
Retail,4.5,1,1470599,24,12.01,227534,130864,136,0.4249,4,2029,480,0,0,1541,2561,252531,1500,0,Kenya_SME
Services,15.1,3,357340,6,25.53,61827,40588,146,0.3435,4,12028,3167,0,0,2952,1195,25582,99,1,Kenya_SME
Agribusiness,12.9,2,269277,24,17.96,118262,104901,391,0.113,1,2857,3189,1,925,2399,1048,324051,2032,0,Kenya_SME
Agribusiness,5.3,1,91117,12,16.97,52325,39874,113,0.2379,0,10578,1114,0,0,1903,469,433454,2299,0,Kenya_SME
Wholesale,0.5,5,1240366,18,15.49,53068,41807,395,0.2122,1,9674,3874,1,7911,682,577,62064,94,0,Kenya_SME
Manufacturing,16.9,2,179995,12,11.41,86601,41373,261,0.5223,4,5794,1220,1,7180,700,939,37670,67,0,Kenya_SME
Retail,4.1,4,199650,24,18.31,25718,17560,840,0.3172,1,1375,2982,1,5109,1116,984,86548,234,0,Kenya_SME
Wholesale,3,5,342528,24,12.08,45805,33684,423,0.2646,5,1220,1262,0,0,2042,1196,83014,242,0,Kenya_SME
Services,1.7,53,601789,36,17.16,72282,33117,196,0.5418,4,1511,1065,0,0,640,739,66793,248,0,Kenya_SME
Retail,8.7,3,388515,24,15.88,44438,40051,542,0.0987,1,7734,2965,1,1456,6176,656,248198,710,0,Kenya_SME
ICT,0.5,4,944759,18,19.61,24119,19625,400,0.1863,7,3948,2940,0,0,1402,2264,68790,90,1,Kenya_SME
Informal,0.5,4,457662,18,19.47,38770,14719,210,0.6203,1,4638,1029,1,11743,3114,809,39384,120,0,Kenya_SME
Manufacturing,5.4,1,380931,18,18.62,32933,26306,33,0.2012,11,8101,4652,0,0,2177,846,29921,76,1,Kenya_SME
Informal,13.6,4,1001199,48,28.3,7947,5345,232,0.3274,4,4264,915,0,0,900,923,24817,60,1,Kenya_SME
Informal,9.3,8,119676,24,17.22,96435,82822,260,0.1412,6,4838,2844,1,3476,1894,810,211205,683,0,Kenya_SME
Services,0.9,6,317958,48,17.24,148561,125228,331,0.1571,6,5549,2705,1,5837,2573,1029,22241,33,0,Kenya_SME
Construction,5.1,7,208719,60,16.17,33925,20760,184,0.3881,5,15172,1390,0,0,1614,424,187187,679,0,Kenya_SME
ICT,9.9,2,749597,24,19.82,153689,132930,316,0.1351,3,6943,331,0,0,1799,1590,237796,449,0,Kenya_SME
ICT,8.6,4,700382,36,17.32,51698,47182,242,0.0873,2,1989,1091,0,0,3329,1505,258028,314,0,Kenya_SME
Retail,5.2,1,529800,60,15.53,48858,31172,196,0.362,3,8694,705,0,0,2920,1350,88646,223,1,Kenya_SME
ICT,5.7,1,127037,12,25,9244,7678,76,0.1693,7,8532,4875,0,0,1645,1025,38656,37,1,Kenya_SME
Agribusiness,13.4,19,265604,18,30.09,48168,28057,35,0.4175,5,3652,580,1,2799,520,569,30988,113,1,Kenya_SME
Transport,2,5,111605,12,9.21,72856,24935,185,0.6577,1,5324,1296,1,5542,1211,973,30686,35,0,Kenya_SME
Agribusiness,2.9,7,1246196,24,19.42,43655,19832,222,0.5457,3,3193,1788,0,0,1422,2076,59825,116,0,Kenya_SME
ICT,1.2,8,836173,36,14.04,79668,39400,130,0.5054,0,2206,1318,1,9274,3252,899,159256,770,0,Kenya_SME
Hospitality,20.3,4,393595,48,19.16,27746,20636,284,0.2562,1,1723,1091,0,0,691,1436,39057,125,0,Kenya_SME
Services,1,14,1341082,36,17.67,128592,89400,177,0.3048,2,1613,2204,0,0,4188,2166,278371,302,0,Kenya_SME
Manufacturing,17.8,3,101149,36,15.93,43017,22422,91,0.4787,3,2478,1176,0,0,2313,869,102929,223,0,Kenya_SME
Retail,5.6,1,270049,24,15.6,35141,23709,113,0.3253,1,8805,2771,0,0,1932,822,32400,21,0,Kenya_SME
Agribusiness,5.8,5,279211,24,14.27,36351,12173,137,0.6651,1,1158,1218,1,2876,1083,1512,43683,111,0,Kenya_SME
Informal,0.5,9,640082,24,18.95,21810,15508,129,0.2889,3,39487,2702,1,1677,982,1561,163927,359,1,Kenya_SME
Transport,16.4,1,118586,12,16.68,86872,59423,193,0.316,2,21173,5664,0,0,1105,818,140055,587,1,Kenya_SME
Transport,3.1,3,765838,12,8.55,99798,61588,537,0.3829,2,4742,1946,0,0,2314,1151,160626,136,0,Kenya_SME
ICT,0.8,12,1816952,48,11.97,82269,40291,341,0.5102,0,31471,530,0,0,3863,1626,176864,324,0,Kenya_SME
Wholesale,5.7,10,527545,18,19.58,83950,38755,430,0.5384,0,7867,789,1,1035,1039,946,96695,268,0,Kenya_SME
Manufacturing,2.4,3,558183,12,15.6,91079,43833,536,0.5187,5,2585,1564,0,0,2526,1090,62998,92,0,Kenya_SME
Manufacturing,0.5,1,416396,36,19.2,48266,38613,81,0.2,4,12873,1550,0,0,2919,1020,95931,152,0,Kenya_SME
Retail,1.2,4,443435,18,11.4,15524,8771,155,0.435,5,5483,1752,0,0,1346,793,51792,248,0,Kenya_SME
ICT,2.4,5,486663,12,18.21,6694,2560,193,0.6176,2,7018,1340,0,0,2990,940,27390,149,1,Kenya_SME
Hospitality,0.5,8,597469,18,21.31,64244,53992,340,0.1596,4,11411,2018,0,0,1853,1120,156739,258,1,Kenya_SME
Manufacturing,0.5,3,342465,12,20.32,90177,78662,107,0.1277,6,3847,1980,0,0,670,753,13566,38,0,Kenya_SME
Services,0.5,17,231088,18,22,15368,10474,169,0.3185,3,41584,3271,0,0,7242,388,31565,59,1,Kenya_SME
Services,14.1,5,217259,12,14.03,94355,67211,164,0.2877,1,4925,6391,1,835,641,1857,31635,59,0,Kenya_SME
Wholesale,8.2,1,94240,24,24.02,29839,25071,165,0.1598,8,1657,11790,0,0,2357,985,30837,87,1,Kenya_SME
Wholesale,1.1,2,281156,18,17.86,22682,21011,223,0.0737,1,12038,5276,1,10859,1422,1243,144675,254,1,Kenya_SME
Retail,9.1,1,211194,12,20.38,18090,10084,179,0.4425,3,2630,1173,0,0,1771,1139,15992,15,0,Kenya_SME
Transport,7.3,11,102934,6,16.65,71910,61016,273,0.1515,4,3395,1894,0,0,3400,1053,617423,1739,0,Kenya_SME
Transport,0.8,4,2453480,18,9.75,139098,101392,2573,0.2711,0,3655,1292,0,0,3276,2060,151977,200,0,Kenya_SME
Retail,0.8,1,866114,12,15.18,137080,64388,160,0.5303,2,14885,4043,0,0,1923,633,249530,1143,0,Kenya_SME
Wholesale,0.6,2,270406,18,16.31,45413,30366,137,0.3313,5,805,1450,1,278,2022,1284,68138,549,0,Kenya_SME
Manufacturing,2.8,12,69486,24,24.85,194749,165048,210,0.1525,10,7903,3032,0,0,2660,456,47960,102,0,Kenya_SME
Hospitality,5.4,2,716502,24,17.92,67985,44857,587,0.3402,2,4529,1583,0,0,2909,555,55712,296,0,Kenya_SME
Construction,17.5,1,417308,6,17.09,53560,18374,335,0.6569,0,1188,6291,1,1497,2288,657,316791,994,0,Kenya_SME
Wholesale,4.7,2,286480,60,15.2,21224,19819,90,0.0662,1,9638,4124,0,0,2612,648,3481,8,0,Kenya_SME
Manufacturing,23.2,8,1619085,6,17.57,99296,69537,2031,0.2997,3,3454,874,1,1309,1344,1026,188053,501,0,Kenya_SME
Construction,1.2,3,864508,36,14.4,115974,98162,104,0.1536,3,41304,6544,0,0,1861,1322,48685,90,0,Kenya_SME
Agribusiness,5.9,2,290911,12,12.51,26377,12022,94,0.5442,1,1919,5067,0,0,2117,889,303470,1438,0,Kenya_SME
Services,3.9,6,72087,24,15.97,19038,14532,119,0.2367,1,5667,1143,1,1781,1117,951,95002,301,0,Kenya_SME
Manufacturing,1.9,11,313406,6,18.12,9600,5720,174,0.4042,3,13990,701,0,0,1489,1049,32944,89,1,Kenya_SME
Retail,0.5,15,226070,36,16.32,26027,18810,226,0.2773,5,1876,1703,0,0,2180,1210,25562,66,1,Kenya_SME
Hospitality,4.5,5,396030,12,7.39,150134,44655,389,0.7026,1,1707,5466,1,962,2930,693,156858,784,0,Kenya_SME
Agribusiness,1.6,3,438304,36,19.83,19526,12646,156,0.3524,2,5024,2423,1,5000,1623,1052,34581,95,0,Kenya_SME
ICT,13.2,6,453810,36,16.27,26770,12153,195,0.546,4,9263,4148,1,1074,1370,1938,308721,855,0,Kenya_SME
Transport,11.8,13,1905337,24,22.93,62992,25096,486,0.6016,1,32731,2373,0,0,1211,1299,118605,452,0,Kenya_SME
Wholesale,4.8,11,925207,24,13.34,99094,85219,316,0.14,3,2840,985,0,0,460,663,403123,717,0,Kenya_SME
Retail,6,3,741811,36,20.31,18019,7046,311,0.6089,4,8013,1906,1,604,1067,1844,243850,852,1,Kenya_SME
Manufacturing,5.5,1,566145,18,11.93,44273,23513,248,0.4689,3,9107,2373,1,2552,2479,1576,36218,130,0,Kenya_SME
Construction,5.6,5,209065,18,12.94,87538,67587,979,0.2279,1,3612,2862,1,5033,2444,4349,76847,225,0,Kenya_SME
Manufacturing,9.9,4,783919,24,18.01,104874,98793,714,0.058,2,13328,663,0,0,1820,837,64855,224,0,Kenya_SME
Retail,8.2,6,2842474,18,16.37,56745,46992,528,0.1719,4,5478,3021,0,0,767,687,44285,151,0,Kenya_SME
Transport,5.5,3,1068781,12,7.33,172955,78690,703,0.545,0,5208,1043,1,3551,2379,2596,422083,745,0,Kenya_SME
Transport,9.1,3,217925,24,12.95,26651,20709,1208,0.223,0,2688,1301,1,3593,2914,2218,529578,533,0,Kenya_SME
Wholesale,1.6,8,274392,12,18.7,13157,6102,76,0.5362,4,16760,2126,0,0,1347,829,125107,535,1,Kenya_SME
Manufacturing,2.9,5,138462,24,14.76,69582,47502,572,0.3173,2,3032,4657,0,0,7509,584,82285,138,0,Kenya_SME
Agribusiness,1.9,1,144355,12,22.07,44942,31601,121,0.2968,1,2143,1073,0,0,1941,1818,60295,121,0,Kenya_SME
Agribusiness,3.6,14,962083,36,10.35,198038,184203,1525,0.0699,3,8912,4089,0,0,1581,1199,246628,1754,0,Kenya_SME
Wholesale,12.2,3,3558337,18,23.97,187390,113041,387,0.3968,2,7178,976,1,3239,4999,3359,104707,327,0,Kenya_SME
Informal,0.6,6,604727,36,15.49,69992,28217,89,0.5968,0,6415,4449,1,1357,1594,1311,70724,264,0,Kenya_SME
ICT,0.5,1,132519,36,17.9,3934,2823,151,0.2825,11,5552,2075,0,0,324,1464,13207,24,1,Kenya_SME
Wholesale,5.7,4,203341,12,18.46,18304,8752,99,0.5218,0,2637,675,0,0,2529,2550,94289,173,1,Kenya_SME
Services,1,15,974447,48,12.06,424169,260086,715,0.3868,0,2284,2342,1,6089,3896,1575,137463,263,0,Kenya_SME
Transport,3.7,14,2323569,36,11.63,144182,78198,321,0.4576,2,6231,2188,0,0,3218,1807,40075,129,0,Kenya_SME
Services,3.2,17,987157,6,19.17,10849,7308,165,0.3263,2,5662,378,1,8588,1424,1420,49648,100,1,Kenya_SME
Hospitality,3.3,2,231131,18,23.36,37334,19236,289,0.4847,1,47961,2783,0,0,824,2112,74455,222,0,Kenya_SME
Wholesale,0.5,7,179153,18,20.93,28923,26706,239,0.0767,12,6583,5946,0,0,1041,524,103358,128,1,Kenya_SME
Agribusiness,1,1,34023,12,22.57,93872,81665,245,0.13,2,9080,868,1,1736,6360,1047,219311,326,0,Kenya_SME
Services,1,5,100309,24,16.62,14382,10686,72,0.2569,10,7521,856,1,5860,1260,990,88630,123,1,Kenya_SME
Agribusiness,1.9,22,1213744,24,15.25,56516,34278,258,0.3935,3,4016,1522,1,4470,1616,644,72861,215,1,Kenya_SME
Services,0.6,1,714209,24,12.98,6979,4905,189,0.2971,3,6773,3138,1,7491,470,1430,94818,252,1,Kenya_SME
ICT,9.2,2,1496795,18,14.95,99331,65641,483,0.3392,0,1421,752,0,0,586,1790,113193,386,0,Kenya_SME
Transport,0.7,4,290775,12,13.67,33450,17987,237,0.4623,1,2350,871,1,10441,2806,2089,190271,265,0,Kenya_SME
Agribusiness,1,3,186013,60,18.46,67135,41940,280,0.3753,1,3212,3970,1,971,3129,910,116600,199,0,Kenya_SME
Transport,10.5,9,65668,6,26.14,20055,5686,120,0.7165,0,5014,1711,0,0,1330,1460,76981,168,0,Kenya_SME
Retail,0.5,9,366915,18,12.72,95660,81985,506,0.143,3,6207,2303,1,2993,1243,1562,217063,716,0,Kenya_SME
Wholesale,1.5,1,817797,36,18.09,54518,19411,118,0.6439,4,5568,1810,0,0,578,1056,151774,528,1,Kenya_SME
Agribusiness,5.3,1,419225,12,13.8,44936,31202,86,0.3056,2,2179,1598,0,0,1358,569,45052,97,0,Kenya_SME
Wholesale,10.8,4,428092,36,13.82,163684,110281,340,0.3263,4,3136,3378,1,5655,2624,760,82052,169,1,Kenya_SME
Hospitality,0.5,2,322527,12,13.18,55886,34607,340,0.3808,1,12388,3454,0,0,1911,774,132061,402,0,Kenya_SME
Retail,0.5,6,473355,36,16.61,66452,47890,163,0.2793,2,4764,3042,1,2404,1613,1150,111800,150,0,Kenya_SME
Transport,2.4,6,927836,12,15.88,36111,21250,542,0.4115,5,16553,655,0,0,3296,1888,61556,102,0,Kenya_SME
Transport,4.8,1,1120544,36,12.89,159175,53411,636,0.6644,2,1955,1168,1,3191,5263,1686,380076,853,0,Kenya_SME
Transport,1.7,4,275852,36,19.98,84837,64047,1067,0.245,0,7813,1756,1,693,1530,2326,742652,1589,0,Kenya_SME
Informal,2.8,1,578150,24,15.8,30647,19933,396,0.3496,4,8118,590,0,0,954,694,219923,520,1,Kenya_SME
Services,3.3,4,449214,12,25.64,48182,39834,257,0.1733,3,10155,683,1,10032,1240,1240,33939,61,1,Kenya_SME
Retail,5.8,7,764873,18,17.75,133637,80030,61,0.4011,3,7211,944,1,8899,1134,1344,36906,93,0,Kenya_SME
Transport,11.3,3,176909,12,20.57,28895,15253,86,0.4721,3,8754,1658,1,3499,3744,1125,20092,90,0,Kenya_SME
Services,6.2,1,406221,6,17.69,124801,99519,741,0.2026,2,6045,1802,0,0,4111,1750,18386,26,0,Kenya_SME
ICT,4.3,15,404634,24,16.04,58294,33266,546,0.4293,0,1634,1277,1,885,3379,1839,456071,1459,0,Kenya_SME
ICT,1.7,1,527582,18,19.37,21519,15504,138,0.2795,4,6331,2919,0,0,2653,640,171980,412,0,Kenya_SME
Transport,9.6,2,185646,36,24.04,7035,3981,135,0.4341,5,8208,1497,1,22240,1317,1458,42482,171,0,Kenya_SME
Manufacturing,6.3,1,470372,18,19.09,39356,17388,105,0.5582,6,19708,958,0,0,1080,1212,35094,110,0,Kenya_SME
Services,9.4,7,667433,36,17.06,46850,29236,631,0.376,2,2699,1919,0,0,2964,1255,39611,42,0,Kenya_SME
Construction,1.9,4,466340,6,18.52,181543,147406,229,0.188,4,7989,2816,0,0,2566,1198,91977,304,0,Kenya_SME
Manufacturing,3.1,7,677374,24,25.01,55170,47587,266,0.1374,2,4945,3049,0,0,11093,1130,162462,599,0,Kenya_SME
Wholesale,3.6,2,1088234,24,18.27,77983,39092,128,0.4987,4,12448,987,1,9930,1838,975,147685,389,0,Kenya_SME
Transport,2.5,8,349547,24,18.92,140283,83751,106,0.403,2,2603,1996,1,1881,1502,1150,202022,1009,0,Kenya_SME
Retail,4.3,15,134316,12,18.25,147577,111693,227,0.2432,5,3719,1077,0,0,1670,407,62205,47,1,Kenya_SME
Transport,3.3,1,302293,48,15.38,23184,7983,150,0.6557,2,9612,2006,1,1850,1592,1893,82948,486,0,Kenya_SME
Retail,3,7,1827561,18,15.31,72328,52813,412,0.2698,3,3212,1676,0,0,4230,302,186678,565,0,Kenya_SME
Informal,1.6,1,686086,24,25.47,45139,40376,243,0.1055,4,9242,673,0,0,1649,1610,49931,44,0,Kenya_SME
Services,0.5,5,707921,36,19.05,19581,10531,197,0.4621,11,1380,1624,0,0,5044,435,67792,327,0,Kenya_SME
Retail,8.5,12,3012107,24,24.47,151720,110463,511,0.2719,1,6119,2971,0,0,2089,1681,163839,261,0,Kenya_SME
ICT,9,1,899067,24,20.01,48914,25361,395,0.4815,6,3942,2184,0,0,3156,1268,139856,708,1,Kenya_SME
Hospitality,4.8,2,177799,24,11.83,258609,75517,441,0.708,1,1446,2410,1,2636,10161,1219,106235,166,0,Kenya_SME
Agribusiness,0.5,5,432777,24,19.65,48045,30480,248,0.3656,3,18148,1366,1,3361,2675,1493,236071,409,0,Kenya_SME
Retail,1.2,4,237678,24,30.5,93467,58617,127,0.3729,3,4503,2697,0,0,1970,732,124422,177,0,Kenya_SME
Services,5.2,1,1594727,36,13.91,124208,60597,503,0.5121,2,3054,475,0,0,3932,2464,89180,170,0,Kenya_SME
Wholesale,2.9,2,150915,12,20.98,43549,34900,90,0.1986,6,7459,20397,0,0,1034,1640,49614,127,1,Kenya_SME
Retail,3.9,2,1463885,60,6.81,154725,55208,270,0.6432,1,9750,2108,0,0,1378,928,324670,787,0,Kenya_SME
Services,3.2,3,605329,36,16.62,40206,8041,275,0.8,5,1822,1726,1,3267,2919,811,426261,1182,0,Kenya_SME
Services,0.5,21,419294,12,21.1,39107,15461,104,0.6046,6,6200,3461,0,0,1227,1081,257211,200,0,Kenya_SME
Hospitality,2.8,5,316557,12,16.18,119200,99075,285,0.1688,4,2271,3522,0,0,4077,2676,181359,436,0,Kenya_SME
ICT,2,1,599613,12,24.61,22765,9963,252,0.5623,3,6043,2309,1,3841,1528,519,87691,154,1,Kenya_SME
Retail,0.5,5,266635,36,24.83,61654,31148,168,0.4948,4,1442,8013,0,0,799,932,135402,390,1,Kenya_SME
Transport,19.5,3,189311,24,13.42,75134,54054,162,0.2806,4,5339,2406,1,1019,2603,886,34487,31,0,Kenya_SME
Services,1.4,15,319929,36,21.86,160453,134731,592,0.1603,4,12896,2099,0,0,1962,930,39879,117,0,Kenya_SME
Services,1.2,3,2990852,18,16.16,319047,217746,1207,0.3175,0,4496,1348,1,5341,4537,1986,445624,957,0,Kenya_SME
Retail,14.4,3,844276,24,22.08,12413,9238,120,0.2558,4,26616,3317,1,3831,2916,1008,110641,427,0,Kenya_SME
Transport,0.6,12,591213,6,10.12,57984,36064,484,0.378,1,3852,1115,1,8253,3205,2267,267510,625,0,Kenya_SME
Hospitality,1.1,2,626826,24,12.49,103728,53825,324,0.4811,2,8390,3100,0,0,2801,2412,79877,122,0,Kenya_SME
Agribusiness,1.4,1,296630,12,11.33,53088,35426,299,0.3327,4,16142,1217,1,1607,1048,810,113008,338,0,Kenya_SME
Retail,0.5,5,510275,24,17.93,71312,43588,188,0.3888,2,11865,5505,0,0,584,549,32901,75,0,Kenya_SME
Wholesale,1.1,5,410559,18,15.75,27693,16635,193,0.3993,2,1982,1360,0,0,2786,682,81244,142,0,Kenya_SME
Informal,2,1,228966,36,21.83,21226,14158,218,0.333,1,4941,2797,0,0,1314,1083,83869,104,0,Kenya_SME
Wholesale,3.7,1,345328,18,21.64,32554,24616,248,0.2438,4,6462,8325,1,1588,894,893,211053,432,0,Kenya_SME
Agribusiness,0.5,5,56118,24,21.87,109899,74875,87,0.3187,4,8361,1517,0,0,1390,558,43713,162,0,Kenya_SME
Hospitality,1.7,5,371381,12,23.56,47094,41619,54,0.1163,6,5236,1165,0,0,883,1344,27374,91,0,Kenya_SME
Services,7.1,8,470042,18,10.64,92662,18532,381,0.8,0,9837,1042,0,0,1633,1179,126355,524,0,Kenya_SME
Services,0.5,9,40349,12,21.36,15913,10063,58,0.3676,9,11079,1277,0,0,640,180,17378,62,1,Kenya_SME
Retail,7.4,5,69580,12,18.2,33296,25327,225,0.2393,1,6194,1421,0,0,3231,1096,258451,375,0,Kenya_SME
Retail,1.6,3,1732354,12,16.29,95215,69646,227,0.2685,6,4239,1930,1,3705,3750,1544,57031,82,0,Kenya_SME
Services,3.5,8,455113,18,15.53,31293,22565,130,0.2789,3,5023,570,0,0,1478,789,111083,310,0,Kenya_SME
ICT,1.9,4,102848,12,18.73,24315,7992,368,0.6713,5,2755,1701,0,0,2046,845,101172,667,1,Kenya_SME
Transport,2.4,1,1175168,36,12.17,42575,13450,430,0.6841,2,2043,2011,1,5701,1413,666,109914,417,0,Kenya_SME
Construction,5,5,887973,36,20.09,54805,32098,189,0.4143,3,2104,1467,0,0,2711,1762,1425338,1762,0,Kenya_SME
Services,9,9,1234973,24,11,334357,243216,971,0.2726,0,3421,200,1,2613,7790,2240,670267,2741,0,Kenya_SME
Wholesale,3.2,2,297198,12,23.24,63377,17819,362,0.7188,1,1510,362,1,2671,3412,3253,50042,151,0,Kenya_SME
Wholesale,2.5,21,842480,48,10.31,251491,184389,1013,0.2668,1,6777,5670,0,0,2894,2283,511143,3562,0,Kenya_SME
Manufacturing,10.7,2,229571,6,12.49,13063,9341,348,0.2849,5,3837,565,1,559,479,1062,129998,392,1,Kenya_SME
Retail,1.1,12,3144488,18,20.41,18348,14128,235,0.23,2,7902,2135,0,0,2884,1348,326717,2028,1,Kenya_SME
ICT,0.5,1,140247,36,23,76427,15285,305,0.8,3,25985,1975,1,1277,3743,2179,199543,450,1,Kenya_SME
Retail,0.5,9,96060,12,21.38,216132,163211,501,0.2449,1,1808,493,1,2907,1893,2347,199964,483,0,Kenya_SME
Construction,6.6,15,607146,12,16.18,33196,20391,355,0.3857,3,9126,1064,1,4110,1390,978,219411,965,0,Kenya_SME
Hospitality,1.2,3,461094,24,19.73,229328,160135,549,0.3017,0,1132,1068,1,669,2013,1663,170362,658,0,Kenya_SME
Retail,5.6,5,647092,24,17.25,50051,25284,267,0.4948,0,8332,3959,1,2079,2686,1420,71123,318,0,Kenya_SME
Retail,4.3,3,343531,48,16.38,22376,14849,218,0.3364,5,18548,908,1,244,1886,1179,56037,96,0,Kenya_SME
Transport,3.6,1,597758,12,18.79,24535,10992,247,0.552,7,11669,2246,1,16430,1522,648,58694,127,0,Kenya_SME
Services,9.8,5,172125,12,23.64,133132,61081,195,0.5412,1,3113,2112,0,0,1648,1940,138440,230,0,Kenya_SME
Wholesale,3.7,3,745582,24,13.76,196863,125678,204,0.3616,2,14492,4947,0,0,1702,1986,56853,203,0,Kenya_SME
Agribusiness,9.9,2,1015258,18,20.86,57442,27230,319,0.526,9,4984,1311,1,6395,353,1101,36906,166,1,Kenya_SME
Hospitality,12.8,1,934839,18,12.04,145139,83686,178,0.4234,2,14045,1188,1,2540,7293,1284,66308,237,0,Kenya_SME
Services,0.5,9,545175,12,22.99,36397,28466,145,0.2179,6,13621,1107,0,0,1107,970,16567,55,0,Kenya_SME
Services,1.6,3,1161036,24,20.36,48547,34864,341,0.2818,1,5138,10002,1,17364,3336,2942,120876,716,0,Kenya_SME
Informal,4.6,2,560166,12,16.94,66886,58163,176,0.1304,4,2347,3465,1,2491,1162,1097,101367,201,1,Kenya_SME
ICT,3.3,1,406905,12,24.21,130697,75088,434,0.4255,5,3866,2671,1,6804,1041,1614,182859,425,0,Kenya_SME
Transport,2,11,563320,36,20.14,32936,10215,274,0.6898,3,801,4625,0,0,766,1783,15720,25,1,Kenya_SME
Hospitality,8.9,2,409113,24,20.07,101203,37252,187,0.6319,0,1968,5265,1,9515,2700,1798,372594,573,0,Kenya_SME
Informal,14,1,120022,12,16.02,90944,59788,351,0.3426,3,3762,765,1,2751,3357,1333,131421,233,0,Kenya_SME
ICT,8.9,5,195792,24,13.37,58928,38374,184,0.3488,0,10843,796,1,1092,2130,1274,207476,389,0,Kenya_SME
ICT,10.3,4,1517582,18,14.45,344676,225690,594,0.3452,0,3090,1704,1,5684,4064,3545,278243,727,0,Kenya_SME
Retail,0.5,7,1573840,12,23.51,15276,6986,85,0.5427,2,14794,822,0,0,5160,1500,185442,1023,1,Kenya_SME
Hospitality,1.2,18,200124,60,21.75,281302,64089,551,0.7722,1,7020,1585,0,0,4017,746,255430,678,0,Kenya_SME
Hospitality,1,13,281458,12,22.06,44422,32724,308,0.2633,7,7611,2933,1,1498,1216,2144,134007,175,0,Kenya_SME
Wholesale,6.1,11,412512,48,21.06,130848,114071,506,0.1282,1,8807,14222,1,2535,2075,3095,58507,271,0,Kenya_SME
Wholesale,4.7,1,325294,12,16.92,55555,31464,263,0.4336,4,3382,2356,0,0,1356,744,10785,32,0,Kenya_SME
Wholesale,0.5,11,1024405,6,13.96,42387,29773,1000,0.2976,2,12655,505,0,0,2132,1477,123191,405,0,Kenya_SME
Services,0.5,3,2268154,48,17.7,157657,77676,493,0.5073,2,14696,2436,1,21771,1169,499,17216,53,0,Kenya_SME
Retail,17.3,1,817608,36,9.81,201035,87705,173,0.5637,1,5572,3595,1,3260,592,851,108160,221,0,Kenya_SME
Wholesale,6.5,6,645524,60,21.78,50211,34197,255,0.3189,3,2055,1025,0,0,423,1832,9786,20,0,Kenya_SME
Manufacturing,3,2,83445,12,25.78,63306,48130,401,0.2397,4,15326,1934,0,0,1471,532,30406,66,0,Kenya_SME
Services,1.9,4,237890,36,6.4,781321,470455,133,0.3979,3,2521,684,1,2697,1819,1742,170839,542,0,Kenya_SME
Hospitality,21.8,8,903641,24,13.06,150607,105604,167,0.2988,8,6774,1620,0,0,699,855,109949,267,0,Kenya_SME
Retail,0.5,8,486874,24,23.3,18001,10621,225,0.4099,3,3657,1476,0,0,845,2060,60195,104,0,Kenya_SME
Construction,4.1,3,497733,12,19.19,63236,17300,141,0.7264,1,1898,1013,0,0,961,535,335046,443,0,Kenya_SME
Services,5.7,5,70702,24,18.53,17158,10939,169,0.3624,8,2008,1881,0,0,7709,1268,54078,171,0,Kenya_SME
Construction,3.5,10,767584,48,23.18,105906,42431,524,0.5993,3,5668,539,0,0,10507,1902,152114,198,0,Kenya_SME
Agribusiness,5.9,2,783469,12,23.63,52800,37448,556,0.2908,5,9263,6082,0,0,2612,794,86564,346,0,Kenya_SME
Retail,5.3,1,1543375,18,15.4,267744,174365,190,0.3488,0,13497,2465,1,10532,2264,838,363402,994,0,Kenya_SME
Wholesale,7,2,218225,18,19.9,63614,49742,78,0.2181,4,2371,917,0,0,1377,1304,75941,164,0,Kenya_SME
Services,8.5,3,344009,12,24.6,34236,7096,391,0.7927,3,930,1485,0,0,916,533,30464,126,1,Kenya_SME
Transport,8.4,4,263318,36,20.76,106076,50023,320,0.5284,1,2382,853,1,5468,1950,1136,505697,1320,0,Kenya_SME
Wholesale,4.5,34,348108,6,17.01,95367,56065,162,0.4121,5,6191,1762,0,0,915,714,81097,173,1,Kenya_SME
Services,7.9,2,716180,24,14.96,84420,34754,47,0.5883,2,2243,1403,1,2080,1863,636,57876,344,0,Kenya_SME
Hospitality,6.8,3,362304,24,24.5,16066,8812,162,0.4515,3,11262,1726,1,1010,873,1656,17832,59,1,Kenya_SME
Agribusiness,5.7,2,219886,60,21.56,152776,129198,410,0.1543,6,3339,3438,0,0,2486,1913,193291,804,0,Kenya_SME
Agribusiness,1.1,5,276669,36,19.04,14797,7995,234,0.4597,1,1592,2538,1,22761,2236,1522,54493,228,0,Kenya_SME
ICT,0.5,6,85529,24,20.57,7654,6990,57,0.0868,3,2849,1105,0,0,1519,447,104183,103,1,Kenya_SME
Manufacturing,2,8,573755,36,21.55,31912,23166,110,0.274,4,965,886,0,0,2186,882,77139,464,1,Kenya_SME
Services,6.1,4,157397,6,24.71,20610,10846,178,0.4737,2,16326,1674,0,0,1230,1113,30249,80,1,Kenya_SME
Wholesale,1.2,5,814987,36,18.72,112603,35718,304,0.6828,1,19974,1080,0,0,4025,1090,57843,126,0,Kenya_SME
